#query	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_00730	COG0055@1|root,COG0055@2|Bacteria,1TPGF@1239|Firmicutes,2489W@186801|Clostridia,25QEH@186804|Peptostreptococcaceae	186801|Clostridia	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
MGYG000000001_00359	2EGRK@1|root,33AHS@2|Bacteria,1VK9R@1239|Firmicutes,24UM0@186801|Clostridia,25RXA@186804|Peptostreptococcaceae	186801|Clostridia	S	six-cysteine peptide	scfA	-	-	-	-	-	-	-	-	-	-	-	SCIFF
MGYG000000001_02662	COG0745@1|root,COG0745@2|Bacteria,1V295@1239|Firmicutes,248Z0@186801|Clostridia,36G3I@31979|Clostridiaceae	186801|Clostridia	T	Two component transcriptional regulator, winged helix family	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MGYG000000001_00058	COG0226@1|root,COG0226@2|Bacteria,1TQ5X@1239|Firmicutes,248QU@186801|Clostridia,25QHJ@186804|Peptostreptococcaceae	186801|Clostridia	P	PBP superfamily domain	pstS	-	-	ko:K02040	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	Big_5,PBP_like,PBP_like_2
MGYG000000001_00028	COG0544@1|root,COG0544@2|Bacteria,1TQQ8@1239|Firmicutes,248C3@186801|Clostridia,36DYI@31979|Clostridiaceae	186801|Clostridia	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K03545	-	-	-	-	ko00000	-	-	-	FKBP_C,Trigger_C,Trigger_N
MGYG000000001_00921	COG0104@1|root,COG0104@2|Bacteria,1TQ4C@1239|Firmicutes,247RN@186801|Clostridia,36EP1@31979|Clostridiaceae	186801|Clostridia	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	purA	-	6.3.4.4	ko:K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100	M00049	R01135	RC00458,RC00459	ko00000,ko00001,ko00002,ko01000	-	-	-	Adenylsucc_synt
MGYG000000001_01975	COG0524@1|root,COG0524@2|Bacteria,1TQR4@1239|Firmicutes,24AUP@186801|Clostridia,25QR3@186804|Peptostreptococcaceae	186801|Clostridia	G	pfkB family carbohydrate kinase	rbsK	-	2.7.1.15,2.7.1.83	ko:K00852,ko:K16328	ko00030,ko00240,map00030,map00240	-	R01051,R02750,R03315	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	HTH_11,HTH_24,PfkB
MGYG000000001_01047	COG1228@1|root,COG1228@2|Bacteria,1TPNQ@1239|Firmicutes,248UT@186801|Clostridia,25R60@186804|Peptostreptococcaceae	186801|Clostridia	Q	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_1,Amidohydro_3
MGYG000000001_02457	COG0244@1|root,COG0244@2|Bacteria,1V3JJ@1239|Firmicutes,24G9R@186801|Clostridia,36I5W@31979|Clostridiaceae	186801|Clostridia	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	-	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L10
MGYG000000001_00827	COG0764@1|root,COG0764@2|Bacteria,1V6EX@1239|Firmicutes,24JAW@186801|Clostridia,25RJ8@186804|Peptostreptococcaceae	186801|Clostridia	I	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	fabZ	-	4.2.1.59	ko:K02372	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121	RC00831,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FabA
MGYG000000001_00903	COG0577@1|root,COG0577@2|Bacteria,1TPSE@1239|Firmicutes,24BUY@186801|Clostridia,36GTE@31979|Clostridiaceae	186801|Clostridia	V	FtsX-like permease family	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX
MGYG000000001_02969	COG0582@1|root,COG0582@2|Bacteria,1V2RX@1239|Firmicutes,24DD0@186801|Clostridia	186801|Clostridia	L	integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
MGYG000000001_01059	COG1251@1|root,COG1251@2|Bacteria,1UKQX@1239|Firmicutes,25E9F@186801|Clostridia,36E44@31979|Clostridiaceae	186801|Clostridia	C	Pyridine nucleotide-disulphide oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2
MGYG000000001_00677	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,2491V@186801|Clostridia,36ECU@31979|Clostridiaceae	186801|Clostridia	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	fieF	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,Hydrolase_3,ZT_dimer
MGYG000000001_00129	COG0577@1|root,COG0577@2|Bacteria,1TPSE@1239|Firmicutes,24BUY@186801|Clostridia	186801|Clostridia	V	Efflux ABC transporter, permease protein	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
MGYG000000001_00024	2ETAJ@1|root,33KUH@2|Bacteria,1VX9H@1239|Firmicutes,24K5W@186801|Clostridia,25TMU@186804|Peptostreptococcaceae	186801|Clostridia	S	Domain of unknown function (DUF3783)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3783
MGYG000000001_01195	COG3829@1|root,COG3829@2|Bacteria,1TP0E@1239|Firmicutes,247MB@186801|Clostridia,36DY7@31979|Clostridiaceae	186801|Clostridia	KT	PFAM sigma-54 factor interaction domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_12,HTH_8,PAS,PAS_9,PrpR_N,Rrf2,Sigma54_activat
MGYG000000001_01948	COG1175@1|root,COG1175@2|Bacteria,1TREE@1239|Firmicutes,24B75@186801|Clostridia,36HHS@31979|Clostridiaceae	186801|Clostridia	G	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
MGYG000000001_01360	COG3027@1|root,COG3027@2|Bacteria,1VV17@1239|Firmicutes	1239|Firmicutes	D	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division	-	-	-	ko:K09888	-	-	-	-	ko00000,ko03036	-	-	-	ZapA
MGYG000000001_00312	COG4656@1|root,COG4656@2|Bacteria,1TPCC@1239|Firmicutes,24805@186801|Clostridia,25QF7@186804|Peptostreptococcaceae	186801|Clostridia	C	Part of a membrane complex involved in electron transport	rnfC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03615	-	-	-	-	ko00000	-	-	-	Complex1_51K,Fer4,Fer4_10,Fer4_4,Fer4_7,Fer4_9,RnfC_N,SLBB
MGYG000000001_01332	COG2516@1|root,COG2516@2|Bacteria,1TQF6@1239|Firmicutes,24AAS@186801|Clostridia,25T1F@186804|Peptostreptococcaceae	186801|Clostridia	S	Elongator protein 3, MiaB family, Radical SAM	-	-	2.8.1.6	ko:K01012	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R01078	RC00441	ko00000,ko00001,ko00002,ko01000	-	-	-	Radical_SAM
MGYG000000001_01596	COG1120@1|root,COG1120@2|Bacteria,1TP2Q@1239|Firmicutes,2492Z@186801|Clostridia,36EEP@31979|Clostridiaceae	186801|Clostridia	HP	ABC transporter	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
MGYG000000001_01460	COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,249B3@186801|Clostridia,36FB8@31979|Clostridiaceae	186801|Clostridia	M	Belongs to the peptidase S11 family	dacF	-	3.4.16.4	ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	PBP5_C,Peptidase_S11
MGYG000000001_02513	COG0344@1|root,COG0344@2|Bacteria,1VA3J@1239|Firmicutes,24JA2@186801|Clostridia,36IPV@31979|Clostridiaceae	186801|Clostridia	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
MGYG000000001_03053	COG0480@1|root,COG0480@2|Bacteria,1TPWN@1239|Firmicutes,247N4@186801|Clostridia,36DFR@31979|Clostridiaceae	186801|Clostridia	J	elongation factor G	fusA2	-	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
MGYG000000001_02437	COG1963@1|root,COG1963@2|Bacteria,1VAVC@1239|Firmicutes,24MV7@186801|Clostridia,36KSA@31979|Clostridiaceae	186801|Clostridia	S	Divergent PAP2 family	-	-	-	ko:K09775	-	-	-	-	ko00000	-	-	-	DUF212
MGYG000000001_01933	2ETFU@1|root,33KZQ@2|Bacteria,1VQG4@1239|Firmicutes,24W8M@186801|Clostridia,25U6B@186804|Peptostreptococcaceae	186801|Clostridia	S	ACT domain	-	-	-	-	-	-	-	-	-	-	-	-	ACT_5
MGYG000000001_01756	COG1842@1|root,COG1842@2|Bacteria,1VCGD@1239|Firmicutes,258I0@186801|Clostridia,27R78@186928|unclassified Lachnospiraceae	186801|Clostridia	KT	Lecithin retinol acyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	LRAT
MGYG000000001_02445	28TZU@1|root,2ZG69@2|Bacteria,1W66Y@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00826	COG0439@1|root,COG0439@2|Bacteria,1TP16@1239|Firmicutes,25E48@186801|Clostridia,25QMZ@186804|Peptostreptococcaceae	186801|Clostridia	I	Acetyl-CoA carboxylase, biotin carboxylase subunit	accC	-	6.3.4.14,6.4.1.2	ko:K01961	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
MGYG000000001_00888	COG1854@1|root,COG1854@2|Bacteria,1V1CH@1239|Firmicutes,24G3R@186801|Clostridia,25SCH@186804|Peptostreptococcaceae	186801|Clostridia	T	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD)	luxS	-	4.4.1.21	ko:K07173	ko00270,ko01100,ko01230,ko02024,ko02026,ko05111,map00270,map01100,map01230,map02024,map02026,map05111	M00609	R01291	RC00069,RC01929	ko00000,ko00001,ko00002,ko01000	-	-	-	LuxS
MGYG000000001_02663	COG5002@1|root,COG5002@2|Bacteria,1TS5K@1239|Firmicutes,25EQP@186801|Clostridia,25QGV@186804|Peptostreptococcaceae	186801|Clostridia	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
MGYG000000001_03096	COG0512@1|root,COG0512@2|Bacteria,1TT9R@1239|Firmicutes,24FR0@186801|Clostridia,36I54@31979|Clostridiaceae	186801|Clostridia	EH	Glutamine amidotransferase of anthranilate synthase	pabA	-	2.6.1.85,4.1.3.27	ko:K01658,ko:K01664	ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025	M00023	R00985,R00986,R01716	RC00010,RC01418,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS17720	GATase
MGYG000000001_00524	COG2240@1|root,COG2240@2|Bacteria,1TRCR@1239|Firmicutes,24ABV@186801|Clostridia,25QMD@186804|Peptostreptococcaceae	186801|Clostridia	H	Belongs to the pyridoxine kinase family	-	-	2.7.1.35	ko:K00868	ko00750,ko01100,map00750,map01100	-	R00174,R01909,R02493	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	Phos_pyr_kin
MGYG000000001_00053	COG0668@1|root,COG0668@2|Bacteria,1TR9Z@1239|Firmicutes,24CAG@186801|Clostridia,25SIF@186804|Peptostreptococcaceae	186801|Clostridia	M	Mechanosensitive ion channel	mscS	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K22044	-	-	-	-	ko00000,ko02000	1.A.23.3	-	-	MS_channel
MGYG000000001_02014	29UQX@1|root,30G2V@2|Bacteria,1UF3J@1239|Firmicutes,256CF@186801|Clostridia,25UBQ@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_03039	COG0655@1|root,COG0655@2|Bacteria,1RM48@1224|Proteobacteria,42RJ6@68525|delta/epsilon subdivisions,2WNKX@28221|Deltaproteobacteria,2MBK2@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red
MGYG000000001_02878	2AVEU@1|root,31M6S@2|Bacteria,1UTWF@1239|Firmicutes,254N1@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02680	COG1136@1|root,COG1136@2|Bacteria,1TP5M@1239|Firmicutes,24BH7@186801|Clostridia,25SF9@186804|Peptostreptococcaceae	186801|Clostridia	V	ABC transporter, ATP-binding protein	vexP2	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_01581	COG1725@1|root,COG1725@2|Bacteria,1VAC6@1239|Firmicutes,24MVE@186801|Clostridia,25RVT@186804|Peptostreptococcaceae	186801|Clostridia	K	Bacterial regulatory proteins, gntR family	-	-	-	-	-	-	-	-	-	-	-	-	GntR
MGYG000000001_00098	COG0136@1|root,COG0136@2|Bacteria,1TPC6@1239|Firmicutes,248ZR@186801|Clostridia,36DDT@31979|Clostridiaceae	186801|Clostridia	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd	-	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
MGYG000000001_01358	29UXA@1|root,30GA0@2|Bacteria,1UFJM@1239|Firmicutes,255KZ@186801|Clostridia,25U5W@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02857	COG0728@1|root,COG0728@2|Bacteria,1TPFI@1239|Firmicutes,247N3@186801|Clostridia,25R0J@186804|Peptostreptococcaceae	186801|Clostridia	S	Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane	murJ	-	-	ko:K03980	-	-	-	-	ko00000,ko01011,ko02000	2.A.66.4	-	-	MVIN
MGYG000000001_00111	COG0044@1|root,COG0044@2|Bacteria,1TP8C@1239|Firmicutes,249W6@186801|Clostridia,36EQM@31979|Clostridiaceae	186801|Clostridia	F	PFAM amidohydrolase	hydA	-	3.5.2.2	ko:K01464	ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100	M00046	R02269,R03055,R08227	RC00632,RC00680	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Amidohydro_1
MGYG000000001_01392	COG1846@1|root,COG1846@2|Bacteria,1V9N7@1239|Firmicutes,3VQT9@526524|Erysipelotrichia	526524|Erysipelotrichia	K	Transcriptional regulator, MarR family	-	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
MGYG000000001_01325	COG4465@1|root,COG4465@2|Bacteria,1TS7A@1239|Firmicutes,2480R@186801|Clostridia,25QEE@186804|Peptostreptococcaceae	186801|Clostridia	K	DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor	codY	-	-	ko:K03706	-	-	-	-	ko00000,ko03000	-	-	-	CodY,HTH_CodY
MGYG000000001_03107	COG0436@1|root,COG0436@2|Bacteria,1TP0J@1239|Firmicutes,247NQ@186801|Clostridia,25QZN@186804|Peptostreptococcaceae	186801|Clostridia	E	Aminotransferase	aspC	-	2.6.1.1	ko:K00812,ko:K10907	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000001_02638	29UQ0@1|root,30G1Q@2|Bacteria,1UF1M@1239|Firmicutes,253Q6@186801|Clostridia,25U7E@186804|Peptostreptococcaceae	186801|Clostridia	S	Small, acid-soluble spore proteins, alpha/beta type	-	-	-	-	-	-	-	-	-	-	-	-	SASP
MGYG000000001_00428	COG0210@1|root,COG0210@2|Bacteria,1TPVG@1239|Firmicutes,2484I@186801|Clostridia,36E59@31979|Clostridiaceae	186801|Clostridia	L	helicase	yjcD	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
MGYG000000001_00491	COG0436@1|root,COG0436@2|Bacteria,1TP0J@1239|Firmicutes,247NQ@186801|Clostridia,25QPU@186804|Peptostreptococcaceae	186801|Clostridia	E	Aminotransferase	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000001_02225	2F1KM@1|root,33UM1@2|Bacteria,1VUEM@1239|Firmicutes,24Y42@186801|Clostridia,25RCR@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01168	COG1918@1|root,COG1918@2|Bacteria	2|Bacteria	P	iron ion homeostasis	feoA	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	FeoA
MGYG000000001_00777	COG3345@1|root,COG3345@2|Bacteria,1TQF4@1239|Firmicutes,2489F@186801|Clostridia,36EIY@31979|Clostridiaceae	186801|Clostridia	G	alpha-galactosidase	-	-	3.2.1.22	ko:K07407	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_36C,Glyco_hydro_36N,Melibiase
MGYG000000001_02064	COG1457@1|root,COG1457@2|Bacteria,1TTBN@1239|Firmicutes,248EP@186801|Clostridia,36FDK@31979|Clostridiaceae	186801|Clostridia	F	Permease for cytosine/purines, uracil, thiamine, allantoin	codB	-	-	ko:K10974	-	-	-	-	ko00000,ko02000	2.A.39.1	-	-	Transp_cyt_pur
MGYG000000001_02173	COG0787@1|root,COG0787@2|Bacteria,1TNYY@1239|Firmicutes,2480T@186801|Clostridia,25R0S@186804|Peptostreptococcaceae	186801|Clostridia	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
MGYG000000001_02558	COG0101@1|root,COG0101@2|Bacteria,1TQUY@1239|Firmicutes,248W2@186801|Clostridia,36DP0@31979|Clostridiaceae	186801|Clostridia	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	-	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
MGYG000000001_02832	COG0491@1|root,COG0491@2|Bacteria,1TT3D@1239|Firmicutes,24BV1@186801|Clostridia,25QQM@186804|Peptostreptococcaceae	186801|Clostridia	S	Metallo-beta-lactamase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
MGYG000000001_02661	29EXA@1|root,301V3@2|Bacteria,1UTZH@1239|Firmicutes,254Z8@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00900	COG3263@1|root,COG3263@2|Bacteria,1TQPJ@1239|Firmicutes,2486W@186801|Clostridia,36DFA@31979|Clostridiaceae	186801|Clostridia	P	Sodium/hydrogen exchanger family	-	-	-	ko:K11105	-	-	-	-	ko00000,ko02000	2.A.36.6	-	-	Na_H_Exchanger,TrkA_C
MGYG000000001_03198	COG0789@1|root,COG0789@2|Bacteria,1VAAP@1239|Firmicutes,24JJN@186801|Clostridia,36JS7@31979|Clostridiaceae	186801|Clostridia	K	transcriptional regulator	adhR	-	-	-	-	-	-	-	-	-	-	-	MerR,MerR_1
MGYG000000001_00673	COG1658@1|root,COG1658@2|Bacteria,1V3K3@1239|Firmicutes,24I8W@186801|Clostridia,25QDT@186804|Peptostreptococcaceae	186801|Clostridia	J	Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step	rnmV	-	3.1.26.8	ko:K05985	-	-	-	-	ko00000,ko01000	-	-	-	DUF4093,Toprim,Toprim_2,Toprim_4
MGYG000000001_01467	COG3906@1|root,COG3906@2|Bacteria,1VF5Z@1239|Firmicutes,24V04@186801|Clostridia,25RYS@186804|Peptostreptococcaceae	186801|Clostridia	S	Protein of unknown function (DUF1292)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1292,PB1
MGYG000000001_00031	COG0466@1|root,COG0466@2|Bacteria,1TNYG@1239|Firmicutes,247SH@186801|Clostridia,25R33@186804|Peptostreptococcaceae	186801|Clostridia	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	lon	-	3.4.21.53	ko:K01338	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	AAA,ClpB_D2-small,LON_substr_bdg,Lon_C
MGYG000000001_01039	COG0192@1|root,COG0192@2|Bacteria,1TPCV@1239|Firmicutes,248QF@186801|Clostridia,25QJU@186804|Peptostreptococcaceae	186801|Clostridia	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	-	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N,YgbB
MGYG000000001_01041	COG1040@1|root,COG1040@2|Bacteria,1VF2G@1239|Firmicutes,24IG6@186801|Clostridia,36IPK@31979|Clostridiaceae	186801|Clostridia	S	ComF family	comF	-	-	ko:K02242	-	M00429	-	-	ko00000,ko00002,ko02044	-	-	-	DZR,Pribosyltran
MGYG000000001_01077	COG0673@1|root,COG0673@2|Bacteria,1TP83@1239|Firmicutes,4HAIJ@91061|Bacilli,271E3@186822|Paenibacillaceae	91061|Bacilli	S	Oxidoreductase family, C-terminal alpha/beta domain	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
MGYG000000001_01730	COG1592@1|root,COG1592@2|Bacteria,1TSUY@1239|Firmicutes,248GY@186801|Clostridia,25SGN@186804|Peptostreptococcaceae	186801|Clostridia	C	Rubrerythrin	-	GO:0000302,GO:0003674,GO:0003824,GO:0004601,GO:0005488,GO:0005506,GO:0006091,GO:0006950,GO:0006970,GO:0006979,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009266,GO:0009268,GO:0009408,GO:0009409,GO:0009628,GO:0009636,GO:0009651,GO:0009987,GO:0010035,GO:0010446,GO:0016209,GO:0016491,GO:0016684,GO:0016692,GO:0016999,GO:0017001,GO:0017144,GO:0022900,GO:0033554,GO:0034599,GO:0034605,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0046677,GO:0046872,GO:0046914,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070301,GO:0070417,GO:0070482,GO:0070887,GO:0071214,GO:0071236,GO:0071453,GO:0071467,GO:0071469,GO:0071470,GO:0071472,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:0104004,GO:1901700,GO:1901701,GO:1990748	-	-	-	-	-	-	-	-	-	-	FAD_binding_6,NAD_binding_1,Rubrerythrin
